Question_ID,Question_Version,Level,Topic_Code,LO_ID,Question_Text,Option_A,Option_B,Option_C,Option_D,Correct_Option,Answer_Explanation,Probe_Type,TLG_Key_Idea_Ref,Alternative_Conception_Ref,Diagnostic_Use,Review_Status,Source_Note,Teacher_Notes,Times_Used,Last_Used,Created_Date,Approved_Date,Approved_By
P4_ENE_HEAT_C06_Q04,2,P4,P4-ENE-HEAT,P4-ENE-HEAT-C06,Object X changes from 25°C to 45°C. Object Y changes from 45°C to 30°C. Which statement is correct?,Both gained heat.,X gained heat while Y lost heat.,Both lost heat.,Neither exchanged heat because both remained above 0°C.,B,"Rising temperature indicates heat gain; falling temperature indicates heat loss, assuming no change of state.",Application,,,Any,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P4_ENE_HEAT_C07_Q01,2,P4,P4-ENE-HEAT,P4-ENE-HEAT-C07,What commonly happens to a solid object when it gains heat?,It always melts immediately.,It loses all its mass.,It expands.,It always contracts.,C,Many solids expand when they gain heat.,Direct concept,,,Topic,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P4_ENE_HEAT_C07_Q02,3,P4,P4-ENE-HEAT,P4-ENE-HEAT-C07,Why are small gaps left between some sections of metal railway tracks?,To make the metal absorb more water.,To stop the rails from gaining heat.,To make the rails become lighter.,To allow the metal to expand when it gains heat.,D,The gaps give the rails space to expand when they gain heat.,Application,,,Pre-WA,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P4_ENE_HEAT_C07_Q03,2,P4,P4-ENE-HEAT,P4-ENE-HEAT-C07,A metal ball expands when heated. What happens to its mass if no material is added or removed?,Its mass stays the same.,Its mass increases because its size increases.,Its mass decreases because heat makes it lighter.,Its mass becomes zero while it is hot.,A,"Expansion changes volume, not the amount of matter present.",Misconception probe,,,EOY,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P4_ENE_HEAT_C07_Q04,2,P4,P4-ENE-HEAT,P4-ENE-HEAT-C07,Water in an ice tray is placed in a freezer. Which effect of heat loss is observed?,The water expands because it gains heat.,The water changes from liquid to solid.,The water changes directly into gas.,The water’s temperature rises continuously.,B,Freezing is a change of state caused by heat loss.,Application,,,Any,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P4_ENE_HEAT_C08_Q01,2,P4,P4-ENE-HEAT,P4-ENE-HEAT-C08,Which material is generally a good conductor of heat?,Wood,Plastic,Metal,Air,C,Metals are good conductors of heat.,Direct concept,,,Topic,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P4_ENE_HEAT_C08_Q02,2,P4,P4-ENE-HEAT,P4-ENE-HEAT-C08,Why is a plastic handle useful on a metal saucepan?,Plastic makes the metal conduct heat faster.,Plastic produces cold energy.,Plastic increases the temperature of the food.,"Plastic is a poor conductor of heat, so less heat reaches the hand.",D,A poor conductor slows heat transfer to the user’s hand.,Application,,,Pre-WA,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P4_ENE_HEAT_C08_Q03,2,P4,P4-ENE-HEAT,P4-ENE-HEAT-C08,A metal and plastic object have been in the same room for hours. The metal feels colder. Which explanation is best?,Metal transfers heat away from the hand faster because it is a better conductor.,The metal must be at a lower room temperature.,Plastic creates heat inside itself.,The metal contains cold energy.,A,Objects can be at the same temperature but feel different because they conduct heat at different rates.,Misconception probe,,,EOY,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P4_ENE_HEAT_C08_Q04,2,P4,P4-ENE-HEAT,P4-ENE-HEAT-C08,Why does trapped air in a thick jacket help keep a person warm?,Air is a metal and conducts heat rapidly.,Air is a poor conductor of heat and slows heat loss.,Air produces heat by itself.,Air prevents the body from having a temperature.,B,Trapped air is a poor conductor and reduces heat transfer from the body.,Application,,,Any,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P4_ENE_HEAT_P01_Q01,2,P4,P4-ENE-HEAT,P4-ENE-HEAT-P01,How should a pupil view the liquid level in a thermometer to reduce reading error?,From far above the scale,From far below the scale,With the eye level in line with the top of the liquid column,With the thermometer upside down,C,Eye level should be aligned with the liquid level to avoid parallax error.,Application,,,Topic,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P4_ENE_HEAT_P01_Q02,2,P4,P4-ENE-HEAT,P4-ENE-HEAT-P01,A pupil wants to record how the temperature of water changes every minute while it cools. Which tool is suitable?,A measuring cylinder only,A ruler only,A spring balance only,A thermometer or temperature sensor connected to a datalogger,D,A thermometer or temperature sensor measures temperature over time.,Application,,,Pre-WA,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P4_ENE_HEAT_P01_Q03,2,P4,P4-ENE-HEAT,P4-ENE-HEAT-P01,A pupil reads 32°C when looking down at a thermometer scale from above. What should the pupil do before trusting the reading?,Read it again with the eye level aligned with the liquid column.,Shake the thermometer until the reading changes.,Use a ruler instead.,Assume all thermometers read 32°C indoors.,A,Correct eye position is needed for an accurate reading.,Misconception probe,,,EOY,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_CYC_REP_C01_Q01,2,P5,P5-CYC-REP,P5-CYC-REP-C01,Which statement about cells is correct?,Only animals are made of cells.,A cell is a basic unit of life.,Cells are found only in blood.,Every cell has exactly the same parts and shape.,B,Cells are the basic units that make up living things.,Direct concept,,,Topic,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_CYC_REP_C01_Q02,3,P5,P5-CYC-REP,P5-CYC-REP-C01,A pupil looks at a piece of leaf under a microscope and sees many tiny units. What are these units?,Seeds,Mineral salts,Cells,Water droplets,C,Living things such as plants are made up of cells.,Application,,,Pre-WA,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_CYC_REP_C01_Q03,4,P5,P5-CYC-REP,P5-CYC-REP-C01,A pupil observes a piece of leaf and a sample of human skin under a microscope. Both are seen to be made up of many tiny units. What conclusion is best supported?,Only plants are made of living units.,Cells are found only in leaves and skin.,All living things are made of one single cell.,Both the leaf and human skin are made up of cells.,D,The observations support the idea that living things are made up of cells. A cell is a basic unit of life.,Application,TLG Key Idea: A cell is a basic unit of life.,,EOY,Approved,"TLG scope correction: specific cell-part knowledge removed; aligned to the official LO and uploaded Reproduction TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_CYC_REP_C01_Q04,4,P5,P5-CYC-REP,P5-CYC-REP-C01,"A pupil looks at a leaf, a root and human skin under a microscope. What idea do these observations support?",Living things are made up of cells.,Only leaves are made up of cells.,Cells are found only in animals.,Cells can be seen clearly without a microscope.,A,Living things are made up of cells. A cell is a basic unit of life.,Misconception probe,TLG Key Idea: A cell is a basic unit of life.,A living thing grows only when cells grow bigger.,Any,Approved,"TLG scope correction: specific cell-part knowledge removed; aligned to the official LO and uploaded Reproduction TLG. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_CYC_REP_C02_Q01,2,P5,P5-CYC-REP,P5-CYC-REP-C02,Why do living things reproduce?,To avoid needing food and water.,To ensure the continuity of their kind.,To make every offspring identical to the parent.,To stop growing when they become adults.,B,Reproduction produces a new generation and allows a kind of living thing to continue.,Direct concept,,,Topic,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
P5_CYC_REP_C02_Q02,2,P5,P5-CYC-REP,P5-CYC-REP-C02,A child has a natural hair texture similar to one parent. Which idea does this illustrate?,All characteristics are learned after birth.,Offspring never share characteristics with parents.,Some characteristics can be passed from parents to offspring.,Reproduction affects only body size.,C,Many characteristics can be inherited from parents.,Application,,,Pre-WA,Approved,"Assessment-focused rebuild aligned to official LO_ID and scope notes in the P3–P6 Standard Science Curriculum Mastery Map. Standard Bank v1: audited against the MOE Primary Science Syllabus and uploaded TLGs for curriculum scope, age-appropriate language and diagnostic quality. Standard Bank v1: MOE age/scope audit 2026-09-05.",,0,,2026-09-01,2026-09-05,Sci Diagnostic MOE Scope & Language Audit
